Gender,Department,City,Age,Salary,Experience_Years
Male,HR,,26,75796,3
Other,Marketing,Chicago,46,51197,20
Other,Sales,Los Angeles,32,46287,7
Male,Sales,New York,35,46501,16
Male,Finance,Los Angeles,35,49209,12
,Engineering,Houston,24,42651,0
Other,None,Phoenix,31,41426,3
Female,Engineering,Chicago,46,29536,21
Other,HR,Los Angeles,36,50692,13
Other,HR,Phoenix,22,69591,0
Female,Engineering,Phoenix,58,39161,32
Other,Finance,None,62,58280,33
Other,Marketing,,22,58625,0
None,Engineering,Phoenix,32,56026,7
Male,Engineering,Chicago,43,78116,16
Female,Engineering,Los Angeles,,59026,
Male,Engineering,Phoenix,36,51008,7
Female,Engineering,Phoenix,37,55030,15
Female,Finance,,60,62691,42
Other,None,None,,76099,4
Female,Marketing,,45,46410,21
,Sales,None,33,52692,15
Male,Engineering,Los Angeles,28,95915,1
Male,Sales,Houston,51,49264,31
Female,Finance,Chicago,42,,19
Male,HR,None,57,37406,28
Female,Sales,Phoenix,,51256,20
Male,None,Houston,22,48887,2
Male,Finance,None,28,,3
Female,None,,60,54060,34
Male,Finance,Phoenix,26,20396,2
Other,,Houston,28,30395,7
Female,HR,Chicago,54,47579,30
Female,Marketing,Houston,58,43621,34
Female,HR,Chicago,18,34483,0
Other,Marketing,Phoenix,43,22397,19
Female,Engineering,,,74370,2
None,None,Chicago,57,74107,29
Male,None,Chicago,36,61356,15
Male,Sales,,33,41215,12
Female,Finance,None,62,72040,
Male,Finance,New York,54,39214,29
,,New York,58,56528,30
,Engineering,Los Angeles,21,38148,0
Other,Sales,Phoenix,31,,8
Other,None,Chicago,47,57300,21
Other,HR,New York,24,27542,0
Other,None,Los Angeles,29,43664,6
Female,Sales,Phoenix,41,53764,13
,Finance,Los Angeles,56,31185,34
Other,Engineering,New York,60,35857,31
,Engineering,,39,53767,15
Other,Engineering,Houston,64,,45
Other,Finance,Phoenix,,31556,22
Female,None,,,,28
None,,Chicago,,,13
Male,Marketing,New York,43,83665,
Male,Sales,Houston,22,,2
Other,None,Houston,57,50165,31
,Sales,Los Angeles,59,45731,40
,Finance,Houston,,67236,2
Male,Marketing,None,51,54888,32
Female,Engineering,New York,22,62535,0
Male,HR,,27,53336,0
Male,Engineering,None,45,,21
Other,Sales,None,20,55671,0
Male,Engineering,Houston,30,28880,7
Other,None,Phoenix,,45676,
None,Finance,Houston,19,46136,0
None,None,Houston,52,56650,25
Male,Marketing,None,64,52289,36
Male,Sales,,45,69956,16
Male,Finance,Chicago,54,55970,27
Other,None,Houston,40,57073,19
Female,Marketing,None,60,34788,33
Male,HR,New York,40,,12
,Marketing,Los Angeles,,46778,31
Female,Engineering,Chicago,58,,37
Other,Engineering,New York,56,30301,34
Other,Finance,Los Angeles,49,60844,31
None,Finance,Houston,19,59799,0
Male,Marketing,Houston,64,41160,44
Other,Marketing,Houston,61,41622,
Other,Sales,Phoenix,33,32997,15
Male,Engineering,Phoenix,33,64847,13
Male,Marketing,Phoenix,20,37858,0
Female,HR,Phoenix,45,41444,22
Female,Sales,New York,46,65234,27
Female,Marketing,New York,37,64933,16
,Finance,Houston,53,47303,35
Other,Marketing,Los Angeles,50,50189,21
Other,Finance,,39,57064,17
Female,Finance,Los Angeles,25,,0
Male,Engineering,New York,64,48502,45
Other,,Phoenix,41,47058,
Female,None,New York,54,60305,27
Other,Marketing,New York,37,,14
Other,HR,Chicago,29,67191,
Male,Sales,None,37,65243,8
None,None,,37,33571,19
Other,Marketing,New York,21,69384,2
None,Engineering,Phoenix,47,39856,26
Male,HR,Houston,48,23269,28
Other,Sales,New York,39,37262,13
,Marketing,Houston,32,48623,14
Male,None,New York,55,19439,31
Male,Engineering,Houston,54,60679,28
Other,Engineering,Los Angeles,45,62482,19
Female,Finance,Chicago,28,44266,5
Female,Engineering,Houston,31,,2
Female,Marketing,Phoenix,28,63846,4
Male,HR,Chicago,26,,
Other,Marketing,Chicago,41,25692,21
Male,None,New York,27,49033,5
None,HR,Houston,55,50399,
Female,Sales,Chicago,60,54701,34
Other,Sales,Phoenix,58,61518,32
Male,Marketing,,54,63345,33
Female,HR,Phoenix,,31037,30
Other,Marketing,New York,49,19423,30
Male,None,Los Angeles,37,56895,19
Male,HR,Houston,31,50744,11
Female,Marketing,None,55,43130,36
Female,HR,Houston,,47827,0
Male,Engineering,Chicago,41,37455,18
None,HR,New York,,75907,23
,HR,Houston,27,,6
Male,Marketing,,60,56348,39
Female,Sales,,33,30723,12
,Finance,,56,40084,38
Female,HR,Houston,49,,29
None,,,,35274,14
None,HR,,42,46599,24
Female,None,New York,24,10576,2
None,,,64,27003,37
Male,HR,,35,22176,9
Other,Marketing,Chicago,64,31681,46
Female,Marketing,Phoenix,,38067,6
,HR,Phoenix,20,49909,0
Other,Sales,New York,18,40349,0
None,HR,Chicago,50,36954,23
Male,Sales,None,24,42140,0
Other,Marketing,Los Angeles,27,39528,0
Male,Sales,New York,61,44429,35
Other,Marketing,New York,25,44989,4
Female,Sales,Phoenix,49,38303,29
None,Sales,New York,40,26374,11
None,HR,Los Angeles,34,49279,6
Female,Sales,New York,31,62535,7
Male,,Houston,34,34090,
Other,HR,None,42,48356,14
Male,Sales,Los Angeles,38,43344,11
Female,None,Phoenix,,,0
Female,Finance,None,37,36990,11
Other,HR,New York,37,46761,8
,Finance,Phoenix,43,48144,19
Female,Finance,,49,53818,26
Female,HR,New York,25,33480,0
Female,Marketing,Chicago,,54560,37
Other,Marketing,New York,61,42009,35
Female,Marketing,Chicago,46,57713,21
Female,Engineering,Los Angeles,34,44032,11
Male,Finance,Chicago,35,68793,10
Male,HR,,57,25860,31
Female,Marketing,Los Angeles,35,58150,12
Female,Marketing,Houston,28,54694,5
,HR,None,62,56915,43
Other,Finance,Chicago,29,65797,3
Other,HR,Los Angeles,32,23031,7
Other,Engineering,Los Angeles,43,82498,21
Other,Engineering,Houston,,57784,0
Other,HR,None,20,78939,0
Other,Finance,Phoenix,55,77976,29
Other,Marketing,Los Angeles,52,56423,24
Other,,New York,,,0
Male,,,60,,36
Other,,Los Angeles,,15783,31
Other,Engineering,,21,48679,0
Other,Engineering,New York,37,64533,8
Female,None,Phoenix,32,72920,7
,HR,Phoenix,46,45282,19
Male,Marketing,,22,55409,0
Male,Marketing,New York,56,58588,29
Other,Engineering,None,57,48766,30
None,Marketing,Houston,24,35996,1
Female,HR,New York,25,40063,0
Male,Engineering,Phoenix,49,34330,
Other,Marketing,New York,53,27314,29
Male,Sales,Los Angeles,50,,32
Female,None,New York,54,83251,
Female,Sales,New York,49,,
,Sales,Chicago,60,45695,35
None,Sales,None,53,,25
Other,Engineering,Phoenix,51,37612,25
Other,Finance,Los Angeles,42,25087,19
Female,Finance,Houston,61,39662,33
,Engineering,Chicago,49,33045,28
Female,,Los Angeles,19,,0
Male,HR,None,26,41747,0
Female,Finance,Phoenix,55,57321,29
Male,,Chicago,46,55920,28
Female,Engineering,Phoenix,55,54069,33
Other,Sales,Houston,35,75040,10
Other,Finance,,39,41714,18
Female,Marketing,New York,52,56492,34
Other,Marketing,None,32,44175,11
Other,Engineering,New York,,71328,
Other,HR,None,30,37872,
Male,Sales,Houston,59,61150,30
Other,Engineering,,53,53746,35
Male,HR,Houston,33,,14
Female,Sales,,58,50138,35
,Finance,Phoenix,38,,11
Other,Marketing,Los Angeles,45,44639,23
Other,HR,Phoenix,27,47701,1
Female,Sales,New York,,22020,12
Male,Engineering,Los Angeles,34,42180,12
Male,Sales,Houston,18,,0
Other,Engineering,Los Angeles,30,,1
Female,Marketing,Houston,,41584,
Female,,Chicago,64,36531,
Female,Sales,New York,59,42298,39
Female,Sales,New York,37,59366,18
None,Engineering,Houston,58,59404,29
Male,Engineering,Phoenix,57,73680,33
Male,None,,23,54621,0
Male,HR,,40,27193,11
Other,,Houston,59,,40
Female,Sales,Chicago,41,40414,12
Other,HR,Houston,22,35263,0
Female,Sales,Chicago,49,66094,30
Male,Marketing,Houston,63,56817,43
Other,Finance,New York,34,51054,16
Male,,Chicago,28,27739,
Female,Sales,,44,48770,25
Female,Sales,Houston,21,84894,1
Female,Finance,Los Angeles,40,37448,17
Male,None,Los Angeles,40,46728,17
Female,Engineering,New York,51,70832,30
Male,Engineering,None,38,43420,20
Other,HR,Phoenix,,43103,15
Female,Engineering,,18,46569,0
Female,,Phoenix,49,55198,
Female,HR,Houston,45,35966,21
Other,None,,,63849,16
Female,Engineering,New York,24,44084,1
Male,Finance,Houston,55,53094,37
Male,Finance,New York,23,43749,0
Female,HR,Los Angeles,31,29966,6
Female,Finance,Phoenix,47,17063,
Other,HR,None,61,53430,37
Other,Sales,Los Angeles,63,22763,42
Other,HR,New York,31,61466,10
Female,HR,Chicago,61,51906,39
Other,None,Houston,58,,33
Other,None,None,,41244,
Male,Marketing,,48,76019,22
Other,None,Los Angeles,19,,0
,Marketing,New York,35,63936,
Male,None,,22,,3
,Engineering,Houston,43,22488,20
Male,Sales,New York,40,97902,18
Female,Finance,Los Angeles,29,,7
,HR,None,31,55963,3
Other,HR,Chicago,,69932,7
Female,Finance,Phoenix,,54108,25
Male,Finance,Los Angeles,64,63291,
Female,,Los Angeles,32,,11
None,Engineering,Phoenix,52,34379,31
Other,Engineering,Phoenix,,48474,7
Male,,Houston,,42149,6
Other,Finance,New York,,59484,4
Female,,New York,40,34192,15
Other,HR,Chicago,30,52216,3
Male,HR,,,28857,22
Other,Sales,Chicago,48,61562,27
Female,Sales,Chicago,47,31716,28
,Marketing,Los Angeles,59,59054,31
Female,Sales,Los Angeles,19,51768,0
,Engineering,None,28,65642,
None,Engineering,Phoenix,42,47730,23
,Engineering,Phoenix,,62209,22
Male,None,Chicago,39,52233,12
,None,Phoenix,36,56424,12
,Engineering,Chicago,26,,0
Other,Finance,,58,40344,37
Male,Finance,,55,47554,33
Other,Finance,Los Angeles,46,70555,26
Male,Sales,Los Angeles,27,55188,3
None,HR,,39,24216,
Other,Marketing,Phoenix,41,56567,15
Female,Finance,None,25,,0
Male,Finance,Houston,64,38145,40
Female,,Phoenix,23,49127,2
Male,Finance,New York,24,54150,0
Other,None,,37,,
Male,Engineering,Houston,34,23798,15
Female,HR,Los Angeles,53,47342,
Female,Sales,Chicago,25,46641,3
Female,,Phoenix,30,71503,1
Male,Engineering,Houston,,50640,
Female,HR,None,63,67682,39
Female,,Houston,,81742,
Female,,Los Angeles,40,,13
,Sales,Chicago,34,72058,8
Other,Marketing,New York,63,63986,40
Male,None,New York,41,16729,17
Male,Sales,Los Angeles,60,47180,31
Female,Finance,Houston,27,,2
Other,Engineering,Los Angeles,48,55068,27
Female,HR,Chicago,,74863,38
Female,Marketing,New York,,58854,14
Other,Finance,None,33,,8
Other,Engineering,New York,31,61889,13
Other,Marketing,Chicago,,32853,0
Male,,Houston,,,18
Male,Finance,Los Angeles,,66474,15
Female,Engineering,,23,64783,0
Male,HR,New York,37,50575,11
Other,Finance,,52,39132,32
Other,Marketing,,36,,9
Male,Marketing,Phoenix,43,48316,14
,Sales,Phoenix,,41499,33
None,Engineering,Houston,29,67032,7
Male,None,New York,25,43768,
None,HR,Los Angeles,54,46074,30
Female,Finance,Houston,27,46484,0
Female,Marketing,Houston,,60457,13
Other,Engineering,Houston,58,53814,37
Other,Marketing,Chicago,62,53273,42
None,Sales,Chicago,59,35860,33
Other,Sales,Houston,,53521,21
Female,Finance,None,48,61191,20
Other,None,Los Angeles,,44833,29
Male,Engineering,New York,24,52188,0
Other,Finance,Los Angeles,51,63811,23
Female,Sales,New York,,37978,26
None,,Chicago,47,,22
,Sales,,,48191,0
Other,Marketing,Phoenix,58,61700,33
Other,HR,Houston,47,5267,19
Other,Sales,,42,47066,24
Female,HR,None,31,39429,10
None,HR,,,55361,14
Other,,Phoenix,60,48524,36
Female,Finance,None,48,67141,25
,Marketing,Chicago,56,59745,36
Female,HR,Los Angeles,45,46585,25
Other,Marketing,Los Angeles,42,34724,13
Other,None,Los Angeles,36,55243,15
Other,Sales,Chicago,21,45509,0
Other,HR,,51,46933,28
Other,None,Los Angeles,49,32563,31
Other,Engineering,New York,42,52289,15
None,Marketing,New York,39,42389,18
Other,None,New York,45,43895,19
,Marketing,Phoenix,35,-4269,11
Female,Finance,None,,50500,0
Other,HR,Chicago,28,35728,5
Male,Finance,Los Angeles,59,57739,31
Female,Marketing,None,28,51066,6
Other,Marketing,New York,26,27955,0
Male,,None,52,48445,
Other,Finance,None,54,53224,35
Male,Finance,Los Angeles,40,81299,17
,Sales,Chicago,50,58990,
,Marketing,Houston,18,30630,
Male,Engineering,Houston,37,79147,
Female,Sales,New York,22,45876,4
Female,Sales,Phoenix,46,45812,22
Male,Sales,Phoenix,43,79128,19
,Engineering,New York,55,40573,28
Male,Finance,Los Angeles,20,47642,1
Female,Marketing,New York,38,25530,9
Other,HR,Los Angeles,30,49413,3
Female,HR,Chicago,48,47734,27
Female,Marketing,Chicago,34,44032,9
,Engineering,New York,52,52374,29
None,HR,Chicago,40,,12
Male,Sales,Phoenix,20,71968,0
Male,HR,None,62,50275,35
Male,Marketing,Houston,19,38451,0
Other,Sales,Houston,20,29112,0
Other,HR,Chicago,37,50709,14
Other,Marketing,Los Angeles,61,63776,35
Female,Engineering,,26,55342,0
Other,None,Houston,21,79782,0
Male,Engineering,Phoenix,42,80107,15
Female,Sales,Phoenix,18,30812,0
Male,Marketing,None,,27639,30
Male,Finance,Houston,29,,6
,Finance,Chicago,57,60580,34
,,Los Angeles,57,55850,
Male,Finance,New York,41,65161,
Male,Finance,Los Angeles,26,34465,0
Female,Engineering,New York,63,23392,43
Other,Marketing,Houston,37,41129,
Female,Sales,Phoenix,,58798,2
Female,Finance,Los Angeles,37,52425,16
Female,None,Phoenix,38,68683,
,Sales,Los Angeles,19,39320,0
Female,Sales,Los Angeles,38,64933,13
Female,Finance,Phoenix,59,40893,36
,Engineering,None,41,61675,18
Other,,Houston,26,61427,1
Other,None,Chicago,56,73637,37
Female,Marketing,Chicago,47,29913,25
Male,Engineering,Los Angeles,35,70749,11
,,Houston,61,,32
None,Engineering,Los Angeles,60,50905,40
Female,Finance,New York,27,47999,2
Male,HR,Los Angeles,62,48908,42
Female,Finance,,58,50591,37
Other,Marketing,Los Angeles,38,25868,11
Male,Sales,None,39,,12
Other,Finance,Los Angeles,34,,11
Other,Marketing,New York,22,,0
,Engineering,Houston,,50492,4
,Finance,Los Angeles,27,66549,8
None,,New York,60,40777,40
Other,Sales,Houston,19,32912,0
Other,Finance,,24,39159,3
None,Marketing,Chicago,63,18702,42
Male,Finance,New York,21,76860,0
Female,Sales,Phoenix,,37529,27
Female,Finance,Houston,36,68941,9
Male,Finance,Phoenix,45,31393,17
Other,Marketing,Los Angeles,37,40719,17
,HR,Chicago,47,50961,29
None,Finance,New York,59,59659,33
Male,HR,Houston,55,48953,36
Female,Engineering,Chicago,19,26907,0
Female,Finance,Houston,20,49167,
Male,HR,Phoenix,64,68889,
Female,Engineering,Houston,59,54886,36
Male,None,Houston,56,83235,38
Female,,Phoenix,42,52571,21
,Marketing,Phoenix,19,65198,0
,Engineering,Chicago,56,,34
Other,Marketing,New York,32,40500,3
Other,Marketing,Phoenix,20,49075,0
Other,Sales,None,22,66690,0
Female,Engineering,Houston,,44795,37
Female,Marketing,,53,55992,33
Other,HR,Los Angeles,57,40680,37
Other,Engineering,Phoenix,55,63937,32
Male,Sales,Chicago,,51240,
Male,Finance,Chicago,44,62970,23
Male,,,22,68680,2
Other,HR,Chicago,34,60073,13
Other,Sales,Phoenix,55,47290,30
Other,Engineering,,62,,
Male,Marketing,Los Angeles,58,18415,31
Female,Sales,Houston,29,56425,9
Other,Sales,Houston,59,65741,36
Female,HR,Chicago,,31428,30
Female,Finance,Chicago,50,47650,23
Female,Finance,Chicago,60,47346,37
Male,Finance,Chicago,46,,18
Female,Engineering,Los Angeles,55,52200,
Other,Sales,Phoenix,,36321,0
Male,Engineering,Los Angeles,55,74168,36
Other,None,Los Angeles,58,24974,38
Other,HR,Los Angeles,57,40908,28
Male,HR,Houston,47,30023,27
None,Engineering,Los Angeles,64,55336,45
Other,Engineering,Chicago,39,56966,
None,,Los Angeles,55,48248,
Other,Marketing,Chicago,49,31811,24
Female,Finance,,60,36010,
Other,Finance,Houston,27,63383,0
Female,HR,Phoenix,49,48803,23
Other,Finance,Phoenix,60,43178,35
Male,Marketing,Houston,21,39551,0
Male,Marketing,Chicago,,48201,23
Other,,Chicago,62,58540,
Male,Engineering,Chicago,25,46328,0
Other,Finance,Houston,37,,
Male,Marketing,,64,26558,39
Female,Engineering,New York,,67015,0
Other,Engineering,Los Angeles,18,49430,0
Female,Sales,Los Angeles,42,35289,13
Female,,,43,,20
Other,Engineering,New York,26,52712,
Female,HR,Chicago,40,33148,16
Other,Sales,Los Angeles,57,48176,36
Female,Sales,None,,,0
Other,Finance,Los Angeles,43,30983,25
Other,Engineering,Chicago,31,43675,
Male,Finance,Los Angeles,61,34320,39
Other,None,Phoenix,48,31652,25
,,Phoenix,43,,14
Female,Marketing,Los Angeles,36,54585,11
Other,HR,,55,46148,
Male,Engineering,Houston,22,16375,0
None,,New York,23,48927,0
Female,Finance,Los Angeles,52,61407,24
Male,None,Houston,,68164,12
Female,None,Houston,48,65263,29
None,Engineering,Houston,,32154,10
Female,Sales,Chicago,31,38333,9
Female,Finance,Los Angeles,42,47500,15
Male,Engineering,None,32,48849,
Male,Engineering,Los Angeles,43,50455,14
Female,Finance,New York,,66793,34
Female,None,Houston,28,52931,4
Male,Finance,Los Angeles,54,68205,32
Male,Engineering,Phoenix,58,38389,32
Male,Sales,None,54,44158,30
Female,Marketing,New York,24,43633,0
Female,HR,Chicago,35,49155,6
Other,Finance,Houston,,29652,10
Male,Engineering,None,19,78820,0
,,Houston,43,51446,21
None,Sales,Los Angeles,40,32848,
Female,Marketing,,49,33690,26
Male,Finance,Phoenix,,51204,5
Female,Sales,Chicago,,58884,3
Other,Marketing,New York,34,64098,11
Other,Engineering,Phoenix,42,50709,14
Male,Marketing,None,,59149,18
Female,Finance,Phoenix,44,55103,25
Female,Marketing,Los Angeles,34,48424,11
Male,,Chicago,43,,14
Female,,Chicago,55,,29
Male,None,,31,48261,6
Female,Marketing,None,31,49907,11
Male,Engineering,Phoenix,29,56740,7
Female,None,New York,22,74298,0
Male,HR,Phoenix,,34932,30
Female,Marketing,None,21,51422,2
Other,Engineering,Phoenix,46,55276,23
Female,HR,Houston,42,44430,23
Male,Sales,Houston,62,66199,37
Other,Finance,Chicago,21,42709,0
Female,Marketing,Chicago,33,60118,14
Other,Engineering,,19,68892,0
Female,Sales,None,40,55965,16
Other,HR,Phoenix,21,47357,0
Male,Finance,Los Angeles,37,57211,17
None,HR,New York,34,44043,7
Female,HR,Phoenix,23,39369,0
Male,,Los Angeles,35,,10
Other,Sales,Los Angeles,,61248,11
Male,,Houston,56,51442,
Male,Engineering,Phoenix,62,58381,41
None,Finance,Los Angeles,58,84594,37
None,HR,Houston,51,,
Female,Finance,New York,57,41528,33
Female,Engineering,Houston,63,52778,
None,Engineering,New York,,54531,13
,Marketing,Chicago,35,37393,8
None,HR,Chicago,47,59234,20
Female,None,Houston,18,38662,0
Female,Finance,Chicago,40,60091,14
Female,Marketing,Phoenix,46,78997,17
Female,Finance,None,58,48107,32
Female,HR,Los Angeles,58,56558,32
,Marketing,Phoenix,49,54378,22
Female,Marketing,Houston,19,35993,0
None,Marketing,New York,53,,26
Other,,None,62,55389,39
Male,Marketing,Chicago,34,51969,16
,,Chicago,60,47999,31
Male,Finance,Houston,19,63981,0
Male,HR,Phoenix,21,56991,0
Female,Engineering,None,61,,37
Female,Engineering,Chicago,51,36073,32
None,Sales,Phoenix,18,43994,0
Other,None,Los Angeles,40,71796,17
,Sales,Los Angeles,23,75321,3
Other,HR,New York,33,37110,11
Other,HR,Chicago,19,,0
Male,Engineering,None,63,47315,41
Male,HR,None,29,71128,4
Other,Marketing,Phoenix,44,47966,23
Female,Finance,Los Angeles,36,47452,10
Other,HR,Chicago,45,46034,25
Other,Sales,New York,52,51632,23
,,Chicago,60,55151,36
Female,HR,Houston,21,78177,0
Male,HR,Los Angeles,24,71962,6
,Marketing,Houston,,33772,34
Other,HR,Los Angeles,42,47187,15
Female,None,New York,58,50306,
Male,Engineering,Chicago,34,43344,9
Other,None,Chicago,58,65039,31
Female,Sales,Los Angeles,31,70225,
Other,HR,,54,42803,33
Male,Engineering,Houston,19,50180,0
Male,Sales,Chicago,41,63455,17
Female,Sales,Chicago,32,66026,7
Other,Finance,Los Angeles,50,42441,25
Female,Engineering,Phoenix,29,57172,11
None,Marketing,Houston,36,39604,12
Male,Engineering,None,64,65849,42
Other,Engineering,Phoenix,22,39086,3
Other,None,Los Angeles,18,51680,0
Other,Finance,Phoenix,60,42874,41
None,Finance,,26,35257,3
Other,Engineering,None,56,41440,27
Other,Engineering,New York,51,44812,29
Male,HR,None,46,68724,23
Male,Sales,,63,42931,35
Other,Marketing,Chicago,19,,0
Other,Marketing,Los Angeles,,,11
Male,Finance,Houston,45,63812,19
Other,,None,52,65841,
Female,,New York,57,,37
,Marketing,Phoenix,,44685,15
Female,None,,,40030,1
Other,Sales,Houston,25,36175,
Male,None,New York,18,,0
Other,HR,Houston,53,43104,24
Other,,New York,24,62767,
Male,Engineering,None,42,37176,15
Male,Finance,New York,46,46870,25
None,Sales,,18,,0
Female,Finance,Houston,35,39279,9
Other,Engineering,None,21,23822,0
Male,,Chicago,,30142,8
Other,None,Chicago,63,66922,38
Female,Engineering,None,25,37456,0
None,HR,Phoenix,44,,18
,None,,56,50227,33
Male,Engineering,None,52,44831,33
Other,Marketing,Phoenix,42,,17
Male,Finance,New York,31,48768,13
Other,Marketing,New York,61,59993,33
Male,Engineering,Houston,64,31583,42
,,Chicago,57,,38
Other,Sales,Phoenix,,55769,24
Other,Engineering,,22,61163,0
Other,HR,Chicago,34,65153,7
None,Marketing,Los Angeles,27,47248,7
None,Sales,Houston,,28979,36
Male,Finance,Phoenix,33,56091,4
Female,Finance,Houston,21,48214,1
Female,Marketing,Los Angeles,22,68071,0
Other,Finance,New York,59,53000,38
Female,HR,Houston,63,68224,34
Other,Engineering,Phoenix,58,42116,31
Male,Sales,Houston,37,68219,18
Other,Marketing,Chicago,23,52351,0
